Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00   1006.75     0.00      140     0.00     0.00  build_joinrel_restrictlist
  0.00   1006.75     0.00      140     0.00     0.00  int4lt
  0.00   1006.75     0.00      140     0.00     0.00  make_canonical_pathkey
  0.00   1006.75     0.00      138     0.00     0.00  downcase_identifier
  0.00   1006.75     0.00      138     0.00     0.00  downcase_truncate_identifier
  0.00   1006.75     0.00      138     0.00     0.00  pg_database_encoding_max_length
  0.00   1006.75     0.00      136     0.00     0.00  MemoryContextSetIdentifier
  0.00   1006.75     0.00      135     0.00     0.00  TransactionIdFollows
  0.00   1006.75     0.00      135     0.00     0.00  _bt_freestack
  0.00   1006.75     0.00      135     0.00     0.00  _bt_metaversion
  0.00   1006.75     0.00      135     0.00     0.00  _bt_search
  0.00   1006.75     0.00      135     0.00     0.00  xmin_cmp
  0.00   1006.75     0.00      133     0.00     0.00  exprTypmod
  0.00   1006.75     0.00      132     0.00     0.00  ReleaseCatCacheList
  0.00   1006.75     0.00      132     0.00     0.00  SearchCatCacheList
  0.00   1006.75     0.00      132     0.00     0.00  SearchSysCacheList
  0.00   1006.75     0.00      130     0.00     0.00  ExplainCloseGroup
  0.00   1006.75     0.00      130     0.00     0.00  ExplainOpenGroup
  0.00   1006.75     0.00      130     0.00     0.00  fmgr_info
  0.00   1006.75     0.00      130     0.00     0.00  int4le
  0.00   1006.75     0.00      130     0.00     0.00  query_or_expression_tree_walker_impl
  0.00   1006.75     0.00      129     0.00     0.00  pgstat_delete_pending_entry
  0.00   1006.75     0.00      129     0.00     0.00  pgstat_lock_entry
  0.00   1006.75     0.00      127     0.00     0.00  systable_beginscan
  0.00   1006.75     0.00      127     0.00     0.00  systable_endscan
  0.00   1006.75     0.00      124     0.00     0.00  GetCatalogSnapshot
  0.00   1006.75     0.00      124     0.00     0.00  GetNonHistoricCatalogSnapshot
  0.00   1006.75     0.00      124     0.00     0.00  guc_strdup
  0.00   1006.75     0.00      122     0.00     0.00  namecmp
  0.00   1006.75     0.00      121     0.00     0.00  IsCatalogRelation
  0.00   1006.75     0.00      121     0.00     0.00  assign_query_collations_walker
  0.00   1006.75     0.00      121     0.00     0.00  call_bool_check_hook
  0.00   1006.75     0.00      120     0.00     0.00  AllocSetGetChunkSpace
  0.00   1006.75     0.00      120     0.00     0.00  ExecMaterializesOutput
  0.00   1006.75     0.00      120     0.00     0.00  add_paths_to_joinrel
  0.00   1006.75     0.00      120     0.00     0.00  clamp_width_est
  0.00   1006.75     0.00      120     0.00     0.00  cost_material
  0.00   1006.75     0.00      120     0.00     0.00  create_material_path
  0.00   1006.75     0.00      120     0.00     0.00  find_single_rel_for_clauses
  0.00   1006.75     0.00      120     0.00     0.00  get_cheapest_path_for_pathkeys
  0.00   1006.75     0.00      120     0.00     0.00  innerrel_is_unique
  0.00   1006.75     0.00      120     0.00     0.00  innerrel_is_unique_ext
  0.00   1006.75     0.00      120     0.00     0.00  list_member
  0.00   1006.75     0.00      120     0.00     0.00  make_inner_pathkeys_for_merge
  0.00   1006.75     0.00      120     0.00     0.00  pull_var_clause_walker
  0.00   1006.75     0.00      120     0.00     0.00  pull_varnos_walker
  0.00   1006.75     0.00      120     0.00     0.00  quote_identifier
  0.00   1006.75     0.00      120     0.00     0.00  tuplesort_merge_order
  0.00   1006.75     0.00      119     0.00     0.00  RelationInvalidatesSnapshotsOnly
  0.00   1006.75     0.00      118     0.00     0.00  RelationHasSysCache
  0.00   1006.75     0.00      114     0.00     0.00  SysCacheGetAttrNotNull
  0.00   1006.75     0.00      114     0.00     0.00  pgstat_assoc_relation
  0.00   1006.75     0.00      114     0.00     0.00  pgstat_prep_database_pending
  0.00   1006.75     0.00      114     0.00     0.00  pgstat_relation_delete_pending_cb
  0.00   1006.75     0.00      114     0.00     0.00  pgstat_relation_flush_cb
  0.00   1006.75     0.00      113     0.00     0.00  ExprEvalPushStep
  0.00   1006.75     0.00      113     0.00     0.00  bthandler
  0.00   1006.75     0.00      112     0.00     0.00  HistoricSnapshotActive
  0.00   1006.75     0.00      110     0.00     0.00  bms_int_members
  0.00   1006.75     0.00      110     0.00     0.00  fix_join_expr_mutator
  0.00   1006.75     0.00      110     0.00     0.00  getRTEPermissionInfo
  0.00   1006.75     0.00      110     0.00     0.00  get_baserel_parampathinfo
  0.00   1006.75     0.00      110     0.00     0.00  get_common_eclass_indexes
  0.00   1006.75     0.00      110     0.00     0.00  index_pages_fetched
  0.00   1006.75     0.00      110     0.00     0.00  pg_detoast_datum_copy
  0.00   1006.75     0.00      108     0.00     0.00  datumCopy
  0.00   1006.75     0.00      106     0.00     0.00  BufferGetLSNAtomic
  0.00   1006.75     0.00      106     0.00     0.00  DataChecksumsEnabled
  0.00   1006.75     0.00      106     0.00     0.00  LockBufHdr
  0.00   1006.75     0.00      106     0.00     0.00  _bt_relbuf
  0.00   1006.75     0.00      106     0.00     0.00  finish_spin_delay
  0.00   1006.75     0.00      103     0.00     0.00  SearchCatCache
  0.00   1006.75     0.00      103     0.00     0.00  btnamecmp
  0.00   1006.75     0.00      103     0.00     0.00  set_cheapest
  0.00   1006.75     0.00      102     0.00     0.00  ExecInitQual
  0.00   1006.75     0.00      102     0.00     0.00  create_empty_pathtarget
  0.00   1006.75     0.00      101     0.00     0.00  list_delete_ptr
  0.00   1006.75     0.00      100     0.00     0.00  GetCurrentTransactionNestLevel
  0.00   1006.75     0.00      100     0.00     0.00  canonicalize_ec_expression
  0.00   1006.75     0.00      100     0.00     0.00  get_mergejoin_opfamilies
  0.00   1006.75     0.00      100     0.00     0.00  index_other_operands_eval_cost
  0.00   1006.75     0.00      100     0.00     0.00  is_dummy_rel
  0.00   1006.75     0.00      100     0.00     0.00  pull_varnos
  0.00   1006.75     0.00      100     0.00     0.00  statistic_proc_security_check
  0.00   1006.75     0.00       97     0.00     0.00  pg_qsort_med3
  0.00   1006.75     0.00       96     0.00     0.00  CatCacheCopyKeys
  0.00   1006.75     0.00       94     0.00     0.00  call_string_check_hook
  0.00   1006.75     0.00       93     0.00     0.00  GetIndexAmRoutine
  0.00   1006.75     0.00       93     0.00     0.00  InitIndexAmRoutine
  0.00   1006.75     0.00       91     0.00     0.00  ExecTargetListLength
  0.00   1006.75     0.00       91     0.00     0.00  ExecTypeFromTLInternal
  0.00   1006.75     0.00       91     0.00     0.00  TupleDescInitEntry
  0.00   1006.75     0.00       90     0.00     0.00  MemoryContextResetOnly
  0.00   1006.75     0.00       90     0.00     0.00  add_predicate_to_index_quals
  0.00   1006.75     0.00       90     0.00     0.00  get_opcode
  0.00   1006.75     0.00       90     0.00     0.00  get_typlenbyval
  0.00   1006.75     0.00       90     0.00     0.00  init_dummy_sjinfo
  0.00   1006.75     0.00       90     0.00     0.00  match_index_to_operand
  0.00   1006.75     0.00       88     0.00     0.00  fmgr_info_cxt
  0.00   1006.75     0.00       88     0.00     0.00  preprocess_expression
  0.00   1006.75     0.00       87     0.00     0.00  CatalogCacheCreateEntry
  0.00   1006.75     0.00       86     0.00     0.00  find_option
  0.00   1006.75     0.00       86     0.00     0.00  guc_name_match
  0.00   1006.75     0.00       85     0.00     0.00  InitCatCache
  0.00   1006.75     0.00       85     0.00     0.00  palloc_aligned
  0.00   1006.75     0.00       83     0.00     0.00  fix_scan_expr
  0.00   1006.75     0.00       82     0.00     0.00  RelationGetIndexAttOptions
  0.00   1006.75     0.00       82     0.00     0.00  fix_scan_expr_walker
  0.00   1006.75     0.00       81     0.00     0.00  ExecAssignExprContext
  0.00   1006.75     0.00       81     0.00     0.00  bms_difference
  0.00   1006.75     0.00       81     0.00     0.00  namehashfast
  0.00   1006.75     0.00       81     0.00     0.00  planstate_tree_walker_impl
  0.00   1006.75     0.00       81     0.00     0.00  tts_virtual_init
  0.00   1006.75     0.00       81     0.00     0.00  tts_virtual_release
  0.00   1006.75     0.00       80     0.00     0.00  ExecEstimateCacheEntryOverheadBytes
  0.00   1006.75     0.00       80     0.00     0.00  GetCurrentTransactionStopTimestamp
  0.00   1006.75     0.00       80     0.00     0.00  _equalList
  0.00   1006.75     0.00       80     0.00     0.00  add_unique_group_var
  0.00   1006.75     0.00       80     0.00     0.00  bms_del_member
  0.00   1006.75     0.00       80     0.00     0.00  build_index_pathkeys
  0.00   1006.75     0.00       80     0.00     0.00  create_memoize_path
  0.00   1006.75     0.00       80     0.00     0.00  eclass_useful_for_merging
  0.00   1006.75     0.00       80     0.00     0.00  estimate_num_groups
  0.00   1006.75     0.00       80     0.00     0.00  expression_returns_set_rows
  0.00   1006.75     0.00       80     0.00     0.00  generate_join_implied_equalities
  0.00   1006.75     0.00       80     0.00     0.00  get_eclass_for_sort_expr
  0.00   1006.75     0.00       80     0.00     0.00  get_hash_memory_limit
  0.00   1006.75     0.00       80     0.00     0.00  gincost_pattern
  0.00   1006.75     0.00       80     0.00     0.00  list_concat_copy
  0.00   1006.75     0.00       80     0.00     0.00  make_pathkey_from_sortinfo
  0.00   1006.75     0.00       80     0.00     0.00  query_or_expression_tree_mutator_impl
  0.00   1006.75     0.00       80     0.00     0.00  remove_nulling_relids
  0.00   1006.75     0.00       80     0.00     0.00  remove_nulling_relids_mutator
  0.00   1006.75     0.00       80     0.00     0.00  subbuild_joinrel_joinlist
  0.00   1006.75     0.00       79     0.00     0.00  IsInParallelMode
  0.00   1006.75     0.00       78     0.00     0.00  RecheckDataDirLockFile
  0.00   1006.75     0.00       75     0.00     0.00  SearchCatCacheMiss
  0.00   1006.75     0.00       75     0.00     0.00  scanner_isspace
  0.00   1006.75     0.00       74     0.00     0.00  FileSize
  0.00   1006.75     0.00       74     0.00     0.00  mdnblocks
  0.00   1006.75     0.00       74     0.00     0.00  smgrnblocks
  0.00   1006.75     0.00       73     0.00     0.00  convert_saop_to_hashed_saop_walker
  0.00   1006.75     0.00       72     0.00     0.00  ExecEndNode
  0.00   1006.75     0.00       72     0.00     0.00  ExecInitNode
  0.00   1006.75     0.00       72     0.00     0.00  RelationGetNumberOfBlocksInFork
  0.00   1006.75     0.00       72     0.00     0.00  ShmemInitStruct
  0.00   1006.75     0.00       72     0.00     0.00  assign_collations_walker
  0.00   1006.75     0.00       72     0.00     0.00  get_opfamily_member
  0.00   1006.75     0.00       72     0.00     0.00  makeTargetEntry
  0.00   1006.75     0.00       72     0.00     0.00  pg_snprintf
  0.00   1006.75     0.00       71     0.00     0.00  ExecProcNodeFirst
  0.00   1006.75     0.00       71     0.00     0.00  ExecProcNodeInstr
  0.00   1006.75     0.00       71     0.00     0.00  TupleDescInitEntryCollation
  0.00   1006.75     0.00       70     0.00     0.00  ExplainIndentText
  0.00   1006.75     0.00       70     0.00     0.00  ExplainPreScanNode
  0.00   1006.75     0.00       70     0.00     0.00  ExplainProperty
  0.00   1006.75     0.00       70     0.00     0.00  GenerationAllocFromNewBlock
  0.00   1006.75     0.00       70     0.00     0.00  InstrAlloc
  0.00   1006.75     0.00       70     0.00     0.00  build_tlist_index
  0.00   1006.75     0.00       70     0.00     0.00  clause_selectivity
  0.00   1006.75     0.00       70     0.00     0.00  create_join_clause
  0.00   1006.75     0.00       70     0.00     0.00  create_mergejoin_path
  0.00   1006.75     0.00       70     0.00     0.00  ec_search_derived_clause_for_ems
  0.00   1006.75     0.00       70     0.00     0.00  extract_nonindex_conditions
  0.00   1006.75     0.00       70     0.00     0.00  final_cost_mergejoin
  0.00   1006.75     0.00       70     0.00     0.00  get_commutator
  0.00   1006.75     0.00       70     0.00     0.00  get_loop_count
  0.00   1006.75     0.00       70     0.00     0.00  makeVar
  0.00   1006.75     0.00       70     0.00     0.00  select_equality_operator
  0.00   1006.75     0.00       70     0.00     0.00  show_scan_qual
  0.00   1006.75     0.00       69     0.00     0.00  ResourceOwnerRelease
  0.00   1006.75     0.00       69     0.00     0.00  ResourceOwnerReleaseInternal
  0.00   1006.75     0.00       68     0.00     0.00  GetCurrentTimestamp
  0.00   1006.75     0.00       68     0.00     0.00  ScanKeyInit
  0.00   1006.75     0.00       65     0.00     0.00  nameeqfast
  0.00   1006.75     0.00       64     0.00     0.00  pgstat_cmp_hash_key
  0.00   1006.75     0.00       63     0.00     0.00  GetSysCacheOid
  0.00   1006.75     0.00       62     0.00     0.00  AllocSetRealloc
  0.00   1006.75     0.00       62     0.00     0.00  btint2cmp
  0.00   1006.75     0.00       62     0.00     0.00  heap_attisnull
  0.00   1006.75     0.00       62     0.00     0.00  recomputeNamespacePath
  0.00   1006.75     0.00       61     0.00     0.00  CheckExprStillValid
  0.00   1006.75     0.00       61     0.00     0.00  ExecInterpExprStillValid
  0.00   1006.75     0.00       61     0.00     0.00  ExecPushExprSetupSteps
  0.00   1006.75     0.00       61     0.00     0.00  ExecReadyInterpretedExpr
  0.00   1006.75     0.00       61     0.00     0.00  generate_useful_gather_paths
  0.00   1006.75     0.00       61     0.00     0.00  jit_compile_expr
  0.00   1006.75     0.00       61     0.00     0.00  order_qual_clauses
  0.00   1006.75     0.00       60     0.00     0.00  ArrayGetNItems
  0.00   1006.75     0.00       60     0.00     0.00  ExecChooseHashTableSize
  0.00   1006.75     0.00       60     0.00     0.00  ExecShutdownNode_walker
  0.00   1006.75     0.00       60     0.00     0.00  add_outer_joins_to_relids
  0.00   1006.75     0.00       60     0.00     0.00  array_subscript_handler_support
  0.00   1006.75     0.00       60     0.00     0.00  build_join_rel
  0.00   1006.75     0.00       60     0.00     0.00  colname_is_unique
  0.00   1006.75     0.00       60     0.00     0.00  convert_numeric_to_scalar
  0.00   1006.75     0.00       60     0.00     0.00  deconstruct_array
  0.00   1006.75     0.00       60     0.00     0.00  find_join_rel
  0.00   1006.75     0.00       60     0.00     0.00  generate_bitmap_or_paths
  0.00   1006.75     0.00       60     0.00     0.00  get_relname_relid
  0.00   1006.75     0.00       60     0.00     0.00  initial_cost_hashjoin
  0.00   1006.75     0.00       60     0.00     0.00  join_is_legal
  0.00   1006.75     0.00       60     0.00     0.00  list_delete_first
  0.00   1006.75     0.00       60     0.00     0.00  list_truncate
  0.00   1006.75     0.00       60     0.00     0.00  make_colname_unique
  0.00   1006.75     0.00       60     0.00     0.00  make_join_rel
  0.00   1006.75     0.00       60     0.00     0.00  op_hashjoinable
  0.00   1006.75     0.00       60     0.00     0.00  pgstat_get_kind_info
  0.00   1006.75     0.00       60     0.00     0.00  populate_joinrel_with_paths
  0.00   1006.75     0.00       60     0.00     0.00  provider_init
  0.00   1006.75     0.00       60     0.00     0.00  rel_supports_distinctness
  0.00   1006.75     0.00       60     0.00     0.00  restriction_is_constant_false
  0.00   1006.75     0.00       60     0.00     0.00  select_outer_pathkeys_for_merge
  0.00   1006.75     0.00       60     0.00     0.00  show_upper_qual
  0.00   1006.75     0.00       60     0.00     0.00  try_hashjoin_path
  0.00   1006.75     0.00       60     0.00     0.00  update_mergeclause_eclasses
  0.00   1006.75     0.00       58     0.00     0.00  pgstat_hash_hash_key
  0.00   1006.75     0.00       57     0.00     0.00  dshash_find
  0.00   1006.75     0.00       56     0.00     0.00  dshash_release_lock
  0.00   1006.75     0.00       56     0.00     0.00  get_timeout_active
  0.00   1006.75     0.00       56     0.00     0.00  pgstat_release_entry_ref
  0.00   1006.75     0.00       55     0.00     0.00  GetTableAmRoutine
  0.00   1006.75     0.00       55     0.00     0.00  RelationInitTableAccessMethod
  0.00   1006.75     0.00       55     0.00     0.00  heap_tableam_handler
  0.00   1006.75     0.00       55     0.00     0.00  nocache_index_getattr
  0.00   1006.75     0.00       53     0.00     0.00  mdopen
  0.00   1006.75     0.00       53     0.00     0.00  smgropen
  0.00   1006.75     0.00       53     0.00     0.00  smgrpin
  0.00   1006.75     0.00       52     0.00     0.00  coerce_to_common_type
  0.00   1006.75     0.00       51     0.00     0.00  ExecGetResultType
  0.00   1006.75     0.00       51     0.00     0.00  GlobalVisTestFor
  0.00   1006.75     0.00       50     0.00     0.00  BuildParameterizedTidPaths
  0.00   1006.75     0.00       50     0.00     0.00  ExecInitScanTupleSlot
  0.00   1006.75     0.00       50     0.00     0.00  FunctionCall4Coll
  0.00   1006.75     0.00       50     0.00     0.00  GetCurrentSubTransactionId
  0.00   1006.75     0.00       50     0.00     0.00  OidFunctionCall4Coll
  0.00   1006.75     0.00       50     0.00     0.00  btcost_correlation
  0.00   1006.75     0.00       50     0.00     0.00  btcostestimate
  0.00   1006.75     0.00       50     0.00     0.00  build_index_paths
  0.00   1006.75     0.00       50     0.00     0.00  cost_index
  0.00   1006.75     0.00       50     0.00     0.00  create_index_path
  0.00   1006.75     0.00       50     0.00     0.00  detoast_attr
  0.00   1006.75     0.00       50     0.00     0.00  eqsel
  0.00   1006.75     0.00       50     0.00     0.00  eqsel_internal
  0.00   1006.75     0.00       50     0.00     0.00  estimate_expression_value
  0.00   1006.75     0.00       50     0.00     0.00  examine_indexcol_variable
  0.00   1006.75     0.00       50     0.00     0.00  extract_actual_clauses
  0.00   1006.75     0.00       50     0.00     0.00  generate_join_implied_equalities_normal
  0.00   1006.75     0.00       50     0.00     0.00  genericcostestimate
  0.00   1006.75     0.00       50     0.00     0.00  get_index_paths
  0.00   1006.75     0.00       50     0.00     0.00  get_op_opfamily_strategy
  0.00   1006.75     0.00       50     0.00     0.00  get_oprrest
  0.00   1006.75     0.00       50     0.00     0.00  get_quals_from_indexclauses
  0.00   1006.75     0.00       50     0.00     0.00  get_rel_name
  0.00   1006.75     0.00       50     0.00     0.00  get_restriction_variable
  0.00   1006.75     0.00       50     0.00     0.00  has_useful_pathkeys
  0.00   1006.75     0.00       50     0.00     0.00  match_clauses_to_index
  0.00   1006.75     0.00       50     0.00     0.00  pull_var_clause
  0.00   1006.75     0.00       50     0.00     0.00  pull_varattnos
  0.00   1006.75     0.00       50     0.00     0.00  repalloc_huge
  0.00   1006.75     0.00       50     0.00     0.00  restriction_selectivity
  0.00   1006.75     0.00       50     0.00     0.00  search_indexed_tlist_for_var
  0.00   1006.75     0.00       50     0.00     0.00  var_eq_non_const
  0.00   1006.75     0.00       50     0.00     0.00  vm_readbuf
  0.00   1006.75     0.00       49     0.00     0.00  pg_sprintf
  0.00   1006.75     0.00       49     0.00     0.00  pg_vsprintf
  0.00   1006.75     0.00       47     0.00     0.00  ReleaseLruFiles
  0.00   1006.75     0.00       47     0.00     0.00  parse_and_validate_value
  0.00   1006.75     0.00       47     0.00     0.00  set_guc_source
  0.00   1006.75     0.00       46     0.00     0.00  ResourceOwnerReleaseAll
  0.00   1006.75     0.00       46     0.00     0.00  _bt_parallel_done
  0.00   1006.75     0.00       46     0.00     0.00  set_config_with_handle
  0.00   1006.75     0.00       45     0.00     0.00  makeConst
  0.00   1006.75     0.00       45     0.00     0.00  set_fn_opclass_options
  0.00   1006.75     0.00       44     0.00     0.00  GetAdditionalPinLimit
  0.00   1006.75     0.00       43     0.00     0.00  _bt_getmeta
  0.00   1006.75     0.00       43     0.00     0.00  call_enum_check_hook
  0.00   1006.75     0.00       43     0.00     0.00  fetch_upper_rel
  0.00   1006.75     0.00       42     0.00     0.00  hash_seq_init
  0.00   1006.75     0.00       42     0.00     0.00  hash_seq_term
  0.00   1006.75     0.00       42     0.00     0.00  max_parallel_hazard_walker
  0.00   1006.75     0.00       42     0.00     0.00  table_block_relation_size
  0.00   1006.75     0.00       41     0.00     0.00  ExecInitResultTupleSlotTL
  0.00   1006.75     0.00       41     0.00     0.00  cancel_parser_errposition_callback
  0.00   1006.75     0.00       41     0.00     0.00  hash_create
  0.00   1006.75     0.00       41     0.00     0.00  psprintf
  0.00   1006.75     0.00       41     0.00     0.00  query_tree_walker_impl
  0.00   1006.75     0.00       41     0.00     0.00  setup_parser_errposition_callback
  0.00   1006.75     0.00       41     0.00     0.00  transformExprRecurse
  0.00   1006.75     0.00       40     0.00     0.00  ExecGetResultSlotOps
  0.00   1006.75     0.00       40     0.00     0.00  ExecIndexBuildScanKeys
  0.00   1006.75     0.00       40     0.00     0.00  ExplainPropertyFloat
  0.00   1006.75     0.00       40     0.00     0.00  SearchSysCacheExists
  0.00   1006.75     0.00       40     0.00     0.00  _bt_get_endpoint
  0.00   1006.75     0.00       40     0.00     0.00  add_paths_to_append_rel
  0.00   1006.75     0.00       40     0.00     0.00  add_placeholders_to_joinrel
  0.00   1006.75     0.00       40     0.00     0.00  bms_nonempty_difference
  0.00   1006.75     0.00       40     0.00     0.00  comparison_ops_are_compatible
  0.00   1006.75     0.00       40     0.00     0.00  consider_index_join_outer_rels
  0.00   1006.75     0.00       40     0.00     0.00  finalize_grouping_exprs_walker
  0.00   1006.75     0.00       40     0.00     0.00  generate_implied_equalities_for_column
  0.00   1006.75     0.00       40     0.00     0.00  get_tle_by_resno
  0.00   1006.75     0.00       40     0.00     0.00  get_variable.constprop.0
  0.00   1006.75     0.00       40     0.00     0.00  has_relevant_eclass_joinclause
  0.00   1006.75     0.00       40     0.00     0.00  have_relevant_joinclause
  0.00   1006.75     0.00       40     0.00     0.00  ineq_histogram_selectivity
  0.00   1006.75     0.00       40     0.00     0.00  make_auth_token
  0.00   1006.75     0.00       40     0.00     0.00  mcv_selectivity
  0.00   1006.75     0.00       40     0.00     0.00  pull_varattnos_walker
  0.00   1006.75     0.00       40     0.00     0.00  scalarineqsel
  0.00   1006.75     0.00       40     0.00     0.00  set_joinrel_size_estimates
  0.00   1006.75     0.00       40     0.00     0.00  substitute_grouped_columns_mutator
  0.00   1006.75     0.00       38     0.00     0.00  getBaseTypeAndTypmod
  0.00   1006.75     0.00       38     0.00     0.00  namestrcpy
  0.00   1006.75     0.00       38     0.00     0.00  set_string_field
  0.00   1006.75     0.00       37     0.00     0.00  CopyIndexAttOptions
  0.00   1006.75     0.00       37     0.00     0.00  GetCurrentCommandId
  0.00   1006.75     0.00       36     0.00     0.00  RelationMapOidToFilenumber
  0.00   1006.75     0.00       36     0.00     0.00  pg_qsort
  0.00   1006.75     0.00       35     0.00     0.00  SearchCatCache2
  0.00   1006.75     0.00       35     0.00     0.00  SearchSysCache2
  0.00   1006.75     0.00       34     0.00     0.00  GetCurrentStatementStartTimestamp
  0.00   1006.75     0.00       33     0.00     0.00  PopActiveSnapshot
  0.00   1006.75     0.00       33     0.00     0.00  PushActiveSnapshotWithLevel
  0.00   1006.75     0.00       33     0.00     0.00  pgstat_report_query_id
  0.00   1006.75     0.00       32     0.00     0.00  DeconstructQualifiedName
  0.00   1006.75     0.00       32     0.00     0.00  build_path_tlist
  0.00   1006.75     0.00       32     0.00     0.00  pairingheap_first
  0.00   1006.75     0.00       31     0.00     0.00  ExecAssignProjectionInfo
  0.00   1006.75     0.00       31     0.00     0.00  ExecBuildProjectionInfo
  0.00   1006.75     0.00       31     0.00     0.00  ExecInitExprRec
  0.00   1006.75     0.00       31     0.00     0.00  GetActiveSnapshot
  0.00   1006.75     0.00       31     0.00     0.00  add_rte_to_flat_rtable
  0.00   1006.75     0.00       31     0.00     0.00  build_simple_rel
  0.00   1006.75     0.00       31     0.00     0.00  makeAlias
  0.00   1006.75     0.00       31     0.00     0.00  use_physical_tlist
  0.00   1006.75     0.00       30     0.00     0.00  ExecConditionalAssignProjectionInfo
  0.00   1006.75     0.00       30     0.00     0.00  ExecGetRangeTableRelation
  0.00   1006.75     0.00       30     0.00     0.00  ExecInitResultTypeTL
  0.00   1006.75     0.00       30     0.00     0.00  ExecOpenScanRelation
  0.00   1006.75     0.00       30     0.00     0.00  ExplainTargetRel
  0.00   1006.75     0.00       30     0.00     0.00  LockReassignOwner
  0.00   1006.75     0.00       30     0.00     0.00  RangeVarGetRelidExtended
  0.00   1006.75     0.00       30     0.00     0.00  ReScanExprContext
  0.00   1006.75     0.00       30     0.00     0.00  RelationGetFKeyList
  0.00   1006.75     0.00       30     0.00     0.00  RelationGetIndexExpressions
  0.00   1006.75     0.00       30     0.00     0.00  RelationGetIndexList
  0.00   1006.75     0.00       30     0.00     0.00  RelationGetIndexPredicate
  0.00   1006.75     0.00       30     0.00     0.00  RelationGetStatExtList
  0.00   1006.75     0.00       30     0.00     0.00  RelnameGetRelid
  0.00   1006.75     0.00       30     0.00     0.00  ScanKeyEntryInitialize
  0.00   1006.75     0.00       30     0.00     0.00  TidQualFromRestrictInfoList
  0.00   1006.75     0.00       30     0.00     0.00  _bt_getrootheight
  0.00   1006.75     0.00       30     0.00     0.00  addRTEPermissionInfo
  0.00   1006.75     0.00       30     0.00     0.00  addRangeTableEntry
  0.00   1006.75     0.00       30     0.00     0.00  add_vars_to_targetlist
  0.00   1006.75     0.00       30     0.00     0.00  bms_membership
  0.00   1006.75     0.00       30     0.00     0.00  bms_num_members
  0.00   1006.75     0.00       30     0.00     0.00  btcanreturn
  0.00   1006.75     0.00       30     0.00     0.00  btgettreeheight
  0.00   1006.75     0.00       30     0.00     0.00  buildNSItemFromTupleDesc
  0.00   1006.75     0.00       30     0.00     0.00  buildRelationAliases
  0.00   1006.75     0.00       30     0.00     0.00  build_colinfo_names_hash
  0.00   1006.75     0.00       30     0.00     0.00  checkNameSpaceConflicts
  0.00   1006.75     0.00       30     0.00     0.00  check_enable_rls
  0.00   1006.75     0.00       30     0.00     0.00  check_index_predicates
  0.00   1006.75     0.00       30     0.00     0.00  choose_bitmap_and
  0.00   1006.75     0.00       30     0.00     0.00  compute_bitmap_pages
  0.00   1006.75     0.00       30     0.00     0.00  contain_volatile_functions_checker
  0.00   1006.75     0.00       30     0.00     0.00  cost_bitmap_heap_scan
  0.00   1006.75     0.00       30     0.00     0.00  cost_bitmap_tree_node
  0.00   1006.75     0.00       30     0.00     0.00  cost_qual_eval_node
  0.00   1006.75     0.00       30     0.00     0.00  cost_seqscan
  0.00   1006.75     0.00       30     0.00     0.00  create_bitmap_heap_path
  0.00   1006.75     0.00       30     0.00     0.00  create_index_paths
  0.00   1006.75     0.00       30     0.00     0.00  create_scan_plan
  0.00   1006.75     0.00       30     0.00     0.00  create_seqscan_path
  0.00   1006.75     0.00       30     0.00     0.00  create_tidscan_paths
  0.00   1006.75     0.00       30     0.00     0.00  defGetBoolean
  0.00   1006.75     0.00       30     0.00     0.00  defGetString
  0.00   1006.75     0.00       30     0.00     0.00  estimate_rel_size
  0.00   1006.75     0.00       30     0.00     0.00  expand_colnames_array_to
  0.00   1006.75     0.00       30     0.00     0.00  func_volatile
  0.00   1006.75     0.00       30     0.00     0.00  get_actual_variable_endpoint
  0.00   1006.75     0.00       30     0.00     0.00  get_actual_variable_range
  0.00   1006.75     0.00       30     0.00     0.00  get_relation_info
  0.00   1006.75     0.00       30     0.00     0.00  get_relation_notnullatts
  0.00   1006.75     0.00       30     0.00     0.00  get_row_security_policies
  0.00   1006.75     0.00       30     0.00     0.00  get_rule_expr
  0.00   1006.75     0.00       30     0.00     0.00  get_visible_ENR_metadata
  0.00   1006.75     0.00       30     0.00     0.00  have_relevant_eclass_joinclause
  0.00   1006.75     0.00       30     0.00     0.00  heapam_estimate_rel_size
  0.00   1006.75     0.00       30     0.00     0.00  index_can_return
  0.00   1006.75     0.00       30     0.00     0.00  int2eq
  0.00   1006.75     0.00       30     0.00     0.00  isLockedRefname
  0.00   1006.75     0.00       30     0.00     0.00  list_make2_impl
  0.00   1006.75     0.00       30     0.00     0.00  makeDefElem
  0.00   1006.75     0.00       30     0.00     0.00  makeRangeVar
  0.00   1006.75     0.00       30     0.00     0.00  name_matches_visible_ENR
  0.00   1006.75     0.00       30     0.00     0.00  pg_class_aclmask
  0.00   1006.75     0.00       30     0.00     0.00  pg_popcount64
  0.00   1006.75     0.00       30     0.00     0.00  pq_sendstring
  0.00   1006.75     0.00       30     0.00     0.00  rangeTableEntry_used
  0.00   1006.75     0.00       30     0.00     0.00  relation_excluded_by_constraints
  0.00   1006.75     0.00       30     0.00     0.00  relation_openrv_extended
